index,from_station_code,to_station_code,count,stations
46110,大倉山,東京,32,['武蔵小杉']
46111,大倉山,東京,16,['横浜']
46112,菊名,東京,71,['武蔵小杉']
46113,菊名,東京,10,['横浜']
46114,菊名,東京,47,"['日吉', '武蔵小杉']"
46132,極楽寺,東京,8,['鎌倉']
46133,由比ヶ浜,東京,36,['鎌倉']
46137,藤沢,品川,9,['大船']
46139,西千葉,品川,22,"['稲毛', '東京']"
46140,新検見川,品川,155,"['津田沼', '東京']"
46141,幕張,品川,112,"['津田沼', '東京']"
46143,幕張本郷,品川,21,"['津田沼', '東京']"
46144,東船橋,品川,174,"['船橋', '東京']"
46145,西船橋,品川,94,"['市川', '東京']"
46146,下総中山,品川,54,"['市川', '東京']"
46148,本八幡,品川,833,"['市川', '東京']"
46150,小岩,品川,340,"['新小岩', '東京']"
46151,平井,品川,446,"['錦糸町', '東京']"
46153,亀戸,品川,380,"['錦糸町', '東京']"
46154,馬喰町,品川,68,['東京']
46157,新小岩,品川,1005,['東京']
46160,新小岩,品川,29,"['錦糸町', '東京']"
46161,市川,品川,1326,['東京']
46163,船橋,品川,167,['東京']
46167,津田沼,品川,10,"['新日本橋', '東京']"
46168,稲毛,品川,443,['東京']
46169,稲毛,品川,64,"['津田沼', '東京']"
46171,都賀,品川,42,['東京']
46172,都賀,品川,14,"['千葉', '新日本橋', '東京']"
46173,四街道,品川,137,['東京']
46174,物井,品川,227,"['千葉', '東京']"
46175,武蔵中原,品川,405,['武蔵小杉']
46177,武蔵新城,品川,896,['武蔵小杉']
46179,武蔵溝ノ口,品川,144,['武蔵小杉']
46180,久地,品川,216,['武蔵小杉']
46181,宿河原,品川,23,['武蔵小杉']
46182,登戸,品川,283,['武蔵小杉']
46183,稲田堤,品川,47,['武蔵小杉']
46184,矢野口,品川,101,['武蔵小杉']
46185,府中本町,品川,44,['武蔵小杉']
46187,矢川,品川,27,['武蔵小杉']
46188,船橋法典,品川,64,"['西船橋', '市川', '東京']"
46190,船橋法典,品川,16,"['西船橋', '錦糸町', '東京']"
46191,西大井,品川,1082,[]
46193,武蔵小杉,品川,1815,[]
46194,新川崎,品川,824,[]
46197,保土ヶ谷,品川,433,[]
46199,東戸塚,品川,727,[]
46203,北鎌倉,品川,82,[]
46204,鎌倉,品川,604,[]
46206,逗子,品川,110,[]
46208,東逗子,品川,24,[]
46209,横須賀,品川,49,[]
46210,衣笠,品川,95,[]
46211,成田,品川,17,"['佐倉', '東京']"
46212,土気,品川,17,"['千葉', '東京']"
46214,大網,品川,47,"['千葉', '東京']"
46215,茂原,品川,28,"['千葉', '東京']"
46216,八幡宿,品川,82,"['千葉', '東京']"
46217,五井,品川,49,"['千葉', '東京']"
46218,姉ヶ崎,品川,29,"['千葉', '東京']"
46221,本八幡,品川,15,"['馬喰横山', '東京']"
46222,瑞江,品川,38,"['馬喰横山', '東京']"
46223,一之江,品川,74,"['馬喰横山', '東京']"
46224,船堀,品川,91,"['馬喰横山', '東京']"
46226,東大島,品川,133,"['馬喰横山', '東京']"
46229,大島,品川,144,"['馬喰横山', '東京']"
46231,西大島,品川,96,"['馬喰横山', '東京']"
46233,菊川,品川,55,"['馬喰横山', '東京']"
46234,森下,品川,34,"['馬喰横山', '東京']"
46235,中川,品川,13,"['センター北', '日吉', '武蔵小杉']"
46237,新横浜,品川,66,['横浜']
46240,日吉本町,品川,646,"['日吉', '武蔵小杉']"
46242,東山田,品川,178,"['日吉', '武蔵小杉']"
46243,北山田,品川,142,"['日吉', '武蔵小杉']"
46246,センター北,品川,60,"['日吉', '武蔵小杉']"
46248,センター南,品川,45,"['日吉', '武蔵小杉']"
46250,都筑ふれあいの丘,品川,40,"['日吉', '武蔵小杉']"
46252,川和町,品川,65,"['日吉', '武蔵小杉']"
46255,根津,品川,57,['二重橋前']
46256,清澄白河,品川,10,"['大手町', '東京']"
46257,押上,品川,129,"['錦糸町', '東京']"
46258,生田,品川,13,"['登戸', '武蔵小杉']"
46259,百合ヶ丘,品川,114,"['登戸', '武蔵小杉']"
46260,新百合ヶ丘,品川,76,"['登戸', '武蔵小杉']"
46262,柿生,品川,58,"['登戸', '武蔵小杉']"
46264,鶴川,品川,33,"['登戸', '武蔵小杉']"
46265,鶴川,品川,14,"['新百合ヶ丘', '登戸', '武蔵小杉']"
46266,玉川学園前,品川,187,"['登戸', '武蔵小杉']"
46267,相模大野,品川,61,"['登戸', '武蔵小杉']"
46269,高座渋谷,品川,16,"['湘南台', '二俣川', '横浜']"
46270,栗平,品川,52,"['新百合ヶ丘', '登戸', '武蔵小杉']"
46272,元住吉,品川,110,['武蔵小杉']
46273,日吉,品川,177,['武蔵小杉']
46274,綱島,品川,663,['武蔵小杉']
46277,大倉山,品川,287,['武蔵小杉']
46280,妙蓮寺,品川,32,"['菊名', '武蔵小杉']"
46281,白楽,品川,22,['武蔵小杉']
46282,新丸子,品川,80,['武蔵小杉']
46285,高柳,品川,18,"['船橋', '東京']"
46286,六実,品川,85,"['船橋', '東京']"
46288,新鎌ヶ谷,品川,62,"['船橋', '東京']"
46290,鎌ヶ谷,品川,159,"['船橋', '東京']"
46291,馬込沢,品川,20,"['船橋', '東京']"
46292,塚田,品川,67,"['船橋', '東京']"
46293,新船橋,品川,71,"['船橋', '東京']"
46294,曳舟,品川,78,"['押上', '錦糸町', '東京']"
46295,船橋競馬場,品川,64,"['京成船橋', '東京']"
46296,谷津,品川,104,"['京成船橋', '東京']"
46298,京成大久保,品川,10,"['京成船橋', '東京']"
46299,実籾,品川,308,"['京成船橋', '東京']"
46301,八千代台,品川,225,"['京成船橋', '東京']"
46302,京成大和田,品川,189,"['八千代台', '京成船橋', '東京']"
46303,勝田台,品川,51,"['京成船橋', '東京']"
46304,志津,品川,15,"['京成船橋', '東京']"
46305,ユーカリが丘,品川,195,"['京成船橋', '東京']"
46307,京成臼井,品川,56,"['京成船橋', '東京']"
46309,京成佐倉,品川,15,"['京成船橋', '東京']"
46310,京成酒々井,品川,26,"['京成船橋', '東京']"
46311,西登戸,品川,15,"['京成千葉', '東京']"
46312,ちはら台,品川,393,"['千葉中央', '京成千葉', '東京']"
46313,中学校,品川,17,"['ユーカリが丘', '京成船橋', '東京']"
46314,井野,品川,17,"['ユーカリが丘', '京成船橋', '東京']"
46315,前原,品川,25,"['新津田沼', '東京']"
46316,薬園台,品川,35,"['新津田沼', '東京']"
46317,習志野,品川,189,"['新津田沼', '東京']"
46318,北習志野,品川,92,"['新津田沼', '東京']"
46319,高根木戸,品川,67,"['新津田沼', '東京']"
46320,滝不動,品川,27,"['新津田沼', '東京']"
46321,三咲,品川,54,"['新津田沼', '東京']"
46322,二和向台,品川,10,"['新津田沼', '東京']"
46323,鎌ヶ谷大仏,品川,10,"['新津田沼', '東京']"
46325,西横浜,品川,16,['横浜']
46337,白井,品川,12,"['新鎌ヶ谷', '船橋', '東京']"
46338,作草部,品川,7,"['千葉', '東京']"
46339,千城台北,品川,7,"['都賀', '千葉', '東京']"
46340,千城台,品川,31,"['都賀', '東京']"
46341,七里ヶ浜,品川,32,['鎌倉']
46342,由比ヶ浜,品川,22,['鎌倉']
46344,八千代緑が丘,品川,91,"['西船橋', '市川', '東京']"
46348,湘南江の島,品川,13,['大船']
46350,辻堂,武蔵小杉,46,['戸塚']
46351,川口,武蔵小杉,70,"['赤羽', '品川']"
46352,東十条,武蔵小杉,37,['品川']
46354,根岸,武蔵小杉,57,['横浜']
46355,磯子,武蔵小杉,128,['横浜']
46356,港南台,武蔵小杉,81,['横浜']
46357,本郷台,武蔵小杉,24,['横浜']
46358,本郷台,武蔵小杉,103,['大船']
46359,松戸,武蔵小杉,41,"['上野', '東京']"
46360,松戸,武蔵小杉,41,"['日暮里', '品川']"
46361,柏,武蔵小杉,13,"['上野', '東京']"
46362,柏,武蔵小杉,45,"['日暮里', '品川']"
46363,我孫子,武蔵小杉,14,"['上野', '品川']"
46364,我孫子,武蔵小杉,18,"['日暮里', '品川']"
46365,我孫子,武蔵小杉,14,"['日暮里', '新橋']"
46366,天王台,武蔵小杉,26,"['上野', '品川']"
46368,天王台,武蔵小杉,35,"['日暮里', '品川']"
46370,取手,武蔵小杉,107,"['上野', '東京']"
46371,佐貫,武蔵小杉,15,"['取手', '上野', '品川']"
46372,牛久,武蔵小杉,9,"['上野', '品川']"
46373,石岡,武蔵小杉,21,"['上野', '東京']"
46374,亀有,武蔵小杉,46,"['綾瀬', '西日暮里', '東京']"
46375,馬橋,武蔵小杉,69,"['松戸', '品川']"
46376,北柏,武蔵小杉,13,"['柏', '日暮里', '東京']"
46377,幕張本郷,武蔵小杉,60,"['津田沼', '東京']"
46378,西船橋,武蔵小杉,15,"['市川', '東京']"
46379,下総中山,武蔵小杉,42,"['市川', '東京']"
46380,小岩,武蔵小杉,20,"['錦糸町', '東京']"
46381,新日本橋,武蔵小杉,317,['東京']
46385,新小岩,武蔵小杉,20,['東京']
46386,市川,武蔵小杉,378,['東京']
46388,船橋,武蔵小杉,31,['東京']
46390,稲毛,武蔵小杉,87,['東京']
46391,千葉,武蔵小杉,34,['東京']
46393,吉川美南,武蔵小杉,20,"['西船橋', '市川', '東京']"
46397,新川崎,武蔵小杉,423,[]
46398,横浜,武蔵小杉,762,[]
46399,保土ヶ谷,武蔵小杉,115,[]
46401,戸塚,武蔵小杉,232,[]
46402,大船,武蔵小杉,374,[]
46403,鎌倉,武蔵小杉,161,[]
46404,逗子,武蔵小杉,82,[]
46405,横須賀,武蔵小杉,32,[]
46406,衣笠,武蔵小杉,99,[]
46407,布佐,武蔵小杉,14,"['我孫子', '品川']"
46408,蘇我,武蔵小杉,75,"['千葉', '東京']"
46409,八幡宿,武蔵小杉,17,"['蘇我', '千葉', '東京']"
46410,越中島,武蔵小杉,54,['東京']
46411,新浦安,武蔵小杉,41,['東京']
46412,熊谷,武蔵小杉,26,['東京']
46413,本庄早稲田,武蔵小杉,37,['東京']
46414,日暮里,武蔵小杉,56,['品川']
46415,蔵前,武蔵小杉,111,['新橋']
46416,瑞江,武蔵小杉,24,"['馬喰横山', '東京']"
46417,船堀,武蔵小杉,29,"['馬喰横山', '東京']"
46418,西大島,武蔵小杉,46,"['馬喰横山', '東京']"
46420,菊川,武蔵小杉,52,"['馬喰横山', '三田', '品川']"
46421,森下,武蔵小杉,28,"['馬喰横山', '東京']"
46422,上永谷,武蔵小杉,253,['戸塚']
46424,中田,武蔵小杉,41,['戸塚']
46425,茗荷谷,武蔵小杉,46,['東京']
46426,本郷三丁目,武蔵小杉,36,['東京']
46427,三ノ輪,武蔵小杉,17,"['仲御徒町', '東京']"
46428,門前仲町,武蔵小杉,20,['大手町']
46429,木場,武蔵小杉,41,"['日本橋', '新橋']"
46430,西葛西,武蔵小杉,24,"['日本橋', '新橋']"
46431,葛西,武蔵小杉,55,['大手町']
46432,南行徳,武蔵小杉,17,"['日本橋', '新橋']"
46434,立会川,武蔵小杉,18,['品川']
46435,戸部,武蔵小杉,38,['横浜']
46436,南太田,武蔵小杉,10,['横浜']
46437,井土ヶ谷,武蔵小杉,80,['横浜']
46438,弘明寺,武蔵小杉,150,['横浜']
46440,屏風浦,武蔵小杉,16,"['上大岡', '横浜']"
46441,京急富岡,武蔵小杉,28,['横浜']
46444,金沢八景,武蔵小杉,275,['横浜']
46446,横須賀中央,武蔵小杉,10,['横浜']
46447,浦賀,武蔵小杉,23,['横浜']
46448,六浦,武蔵小杉,23,"['金沢八景', '横浜']"
46449,開成,武蔵小杉,22,"['小田原', '品川']"
46450,鵠沼海岸,武蔵小杉,293,"['藤沢', '戸塚']"
46451,片瀬江ノ島,武蔵小杉,22,"['藤沢', '大船']"
46452,仙川,武蔵小杉,24,"['新宿', '東京']"
46453,白楽,武蔵小杉,27,['横浜']
46454,東向島,武蔵小杉,17,"['曳舟', '押上', '錦糸町', '東京']"
46455,新越谷,武蔵小杉,13,"['北千住', '上野', '品川']"
46456,新越谷,武蔵小杉,21,"['曳舟', '押上', '錦糸町', '東京']"
46457,七里,武蔵小杉,31,"['大宮', '東京']"
46458,七光台,武蔵小杉,50,"['流山おおたかの森', '秋葉原', '品川']"
46459,新柏,武蔵小杉,10,"['柏', '日暮里', '東京']"
46460,高柳,武蔵小杉,83,"['船橋', '東京']"
46461,馬込沢,武蔵小杉,65,"['船橋', '東京']"
46462,新船橋,武蔵小杉,48,"['船橋', '東京']"
46463,中板橋,武蔵小杉,10,"['池袋', '品川']"
46464,京成高砂,武蔵小杉,15,"['青砥', '押上', '新橋']"
46465,東中山,武蔵小杉,31,"['京成船橋', '東京']"
46466,京成大久保,武蔵小杉,53,"['京成船橋', '東京']"
46467,八広,武蔵小杉,23,"['押上', '新橋']"
46468,四ツ木,武蔵小杉,44,"['押上', '新橋']"
46469,青砥,武蔵小杉,88,"['押上', '新橋']"
46471,おゆみ野,武蔵小杉,16,"['千葉中央', '京成千葉', '東京']"
46472,前原,武蔵小杉,48,"['新津田沼', '東京']"
46473,習志野,武蔵小杉,25,"['新津田沼', '東京']"
46474,二和向台,武蔵小杉,15,"['新津田沼', '東京']"
46475,西横浜,武蔵小杉,17,['横浜']
46478,和田町,武蔵小杉,119,"['星川', '横浜']"
46479,上星川,武蔵小杉,87,['横浜']
46480,鶴ヶ峰,武蔵小杉,276,['横浜']
46484,三ツ境,武蔵小杉,44,['横浜']
46486,瀬谷,武蔵小杉,202,['横浜']
46488,大和,武蔵小杉,41,['横浜']
46489,さがみ野,武蔵小杉,8,['横浜']
46490,かしわ台,武蔵小杉,15,['横浜']
46491,海老名,武蔵小杉,161,['横浜']
46492,緑園都市,武蔵小杉,23,"['二俣川', '横浜']"
46493,弥生台,武蔵小杉,46,"['二俣川', '横浜']"
46494,いずみ野,武蔵小杉,11,"['二俣川', '横浜']"
46495,竜ヶ崎,武蔵小杉,16,"['佐貫', '上野', '品川']"
46496,西白井,武蔵小杉,21,"['新鎌ヶ谷', '船橋', '東京']"
46497,千葉ニュータウン中央,武蔵小杉,64,"['京成高砂', '青砥', '押上', '新橋']"
46499,千葉ニュータウン中央,武蔵小杉,14,"['京成高砂', '青砥', '押上', '錦糸町', '東京']"
46500,印西牧の原,武蔵小杉,15,"['京成高砂', '青砥', '押上', '新橋']"
46501,稲村ヶ崎,武蔵小杉,34,['鎌倉']
46502,鳥浜,武蔵小杉,15,"['新杉田', '横浜']"
46503,八千代緑が丘,武蔵小杉,20,"['西船橋', '市川', '東京']"
46504,八潮,武蔵小杉,41,"['秋葉原', '東京']"
46505,八潮,武蔵小杉,45,"['秋葉原', '品川']"
46506,三郷中央,武蔵小杉,26,"['秋葉原', '東京']"
46507,南流山,武蔵小杉,34,"['秋葉原', '東京']"
46508,南流山,武蔵小杉,32,"['秋葉原', '品川']"
46509,流山おおたかの森,武蔵小杉,17,"['秋葉原', '東京']"
46510,守谷,武蔵小杉,14,"['秋葉原', '東京']"
46512,守谷,武蔵小杉,8,"['秋葉原', '品川']"
46513,湘南深沢,武蔵小杉,18,['大船']
46514,西鎌倉,武蔵小杉,25,['大船']
46515,片瀬山,武蔵小杉,18,['大船']
46518,藤沢,保土ヶ谷,43,['大船']
46519,辻堂,保土ヶ谷,95,['戸塚']
46521,鴨宮,保土ヶ谷,23,['戸塚']
46522,荻窪,保土ヶ谷,27,"['新宿', '横浜']"
46523,南浦和,保土ヶ谷,19,['品川']
46524,川口,保土ヶ谷,46,['横浜']
46528,石川町,保土ヶ谷,37,['大船']
46529,山手,保土ヶ谷,29,['横浜']
46530,磯子,保土ヶ谷,80,['横浜']
46531,港南台,保土ヶ谷,28,['大船']
46532,本郷台,保土ヶ谷,42,['大船']
46533,佐貫,保土ヶ谷,14,"['上野', '横浜']"
46534,牛久,保土ヶ谷,46,"['上野', '東京']"
46535,馬喰町,保土ヶ谷,89,['東京']
46536,稲毛,保土ヶ谷,31,['東京']
46537,西日暮里,保土ヶ谷,165,"['上野', '横浜']"
46538,武蔵中原,保土ヶ谷,41,['武蔵小杉']
46539,登戸,保土ヶ谷,324,['武蔵小杉']
46540,国道,保土ヶ谷,189,"['鶴見', '横浜']"
46541,成瀬,保土ヶ谷,311,"['東神奈川', '横浜']"
46542,相模原,保土ヶ谷,43,"['東神奈川', '横浜']"
46543,新橋,保土ヶ谷,510,[]
46544,新川崎,保土ヶ谷,226,[]
46548,戸塚,保土ヶ谷,1368,[]
46549,大船,保土ヶ谷,42,[]
46551,逗子,保土ヶ谷,126,[]
46552,衣笠,保土ヶ谷,33,[]
46553,久里浜,保土ヶ谷,71,[]
46554,寒川,保土ヶ谷,86,"['茅ヶ崎', '戸塚']"
46556,赤羽橋,保土ヶ谷,10,"['大門', '品川']"
46557,上永谷,保土ヶ谷,223,['戸塚']
46558,下永谷,保土ヶ谷,82,['戸塚']
46559,踊場,保土ヶ谷,49,['戸塚']
46560,中田,保土ヶ谷,64,['戸塚']
46561,湘南台,保土ヶ谷,262,['戸塚']
46562,築地,保土ヶ谷,81,"['銀座', '新橋', '横浜']"
46563,木場,保土ヶ谷,18,['大手町']
46564,屏風浦,保土ヶ谷,20,['横浜']
46565,金沢文庫,保土ヶ谷,122,['横浜']
46566,逸見,保土ヶ谷,28,['横浜']
46567,新大津,保土ヶ谷,20,"['堀ノ内', '横浜']"
46568,新百合ヶ丘,保土ヶ谷,177,"['登戸', '武蔵小杉']"
46569,鶴川,保土ヶ谷,104,"['町田', '東神奈川', '横浜']"
46570,相模大野,保土ヶ谷,100,"['町田', '東神奈川', '横浜']"
46571,本鵠沼,保土ヶ谷,31,"['藤沢', '戸塚']"
46572,小田急多摩センター,保土ヶ谷,66,"['新百合ヶ丘', '登戸', '武蔵小杉']"
46573,調布,保土ヶ谷,12,"['新宿', '横浜']"
46574,浜田山,保土ヶ谷,6,"['渋谷', '横浜']"
46575,不動前,保土ヶ谷,13,"['武蔵小杉', '横浜']"
46576,緑が丘,保土ヶ谷,182,"['自由が丘', '横浜']"
46577,上野毛,保土ヶ谷,31,"['自由が丘', '横浜']"
46578,七里,保土ヶ谷,66,"['大宮', '横浜']"
46579,北池袋,保土ヶ谷,14,"['池袋', '横浜']"
46580,鶴ヶ峰,保土ヶ谷,23,['横浜']
46582,希望ヶ丘,保土ヶ谷,19,['横浜']
46583,三ツ境,保土ヶ谷,89,['横浜']
46586,湘南海岸公園,保土ヶ谷,43,"['藤沢', '大船']"
46587,極楽寺,保土ヶ谷,58,['鎌倉']
46588,西鎌倉,保土ヶ谷,15,['大船']
46589,藤沢,社家,108,['茅ヶ崎']
46590,県立大学,社家,23,"['横浜', '海老名']"
46591,町田,社家,44,['海老名']
46592,相模大野,社家,42,['厚木']
46593,妙蓮寺,社家,22,"['横浜', '海老名']"
46594,つきみ野,社家,542,"['中央林間', '相模大野', '厚木']"
46595,天王町,社家,6,['海老名']
46596,藤沢,上溝,1557,['茅ヶ崎']
46597,橋本,上溝,26,[]
46598,螢田,上溝,22,['厚木']
46599,藤沢,浅草橋,12,['新橋']
46600,平塚,浅草橋,316,['新橋']
46601,吉川,浅草橋,99,"['南越谷', '曳舟', '押上']"
46602,舞浜,浅草橋,12,"['八丁堀', '人形町']"
46603,新浦安,浅草橋,255,"['八丁堀', '人形町']"
46604,西馬込,浅草橋,14,[]
46605,浅草,浅草橋,24,[]
46606,本所吾妻橋,浅草橋,50,[]
46607,瑞江,浅草橋,27,['馬喰横山']
46608,一之江,浅草橋,71,['馬喰横山']
46609,東大島,浅草橋,193,['馬喰横山']
46610,大島,浅草橋,57,['馬喰横山']
46611,住吉,浅草橋,36,['馬喰横山']
46612,森下,浅草橋,52,['馬喰横山']
46613,北千住,浅草橋,52,['人形町']
46614,東陽町,浅草橋,82,['日本橋']
46615,南砂町,浅草橋,63,['日本橋']
46617,西葛西,浅草橋,129,['日本橋']
46621,南行徳,浅草橋,1529,['日本橋']
46622,豊洲,浅草橋,30,"['有楽町', '東銀座']"
46623,京急蒲田,浅草橋,25,['泉岳寺']
46624,弘明寺,浅草橋,14,"['横浜', '京急蒲田', '泉岳寺']"
46625,上大岡,浅草橋,9,['泉岳寺']
46626,能見台,浅草橋,11,['泉岳寺']
46627,六浦,浅草橋,56,"['金沢八景', '泉岳寺']"
46628,京急久里浜,浅草橋,16,"['堀ノ内', '泉岳寺']"
46629,笹塚,浅草橋,458,"['新宿', '馬喰横山']"
46630,つつじヶ丘,浅草橋,35,"['新宿', '馬喰横山']"
46631,橋本,浅草橋,72,"['調布', '新宿', '馬喰横山']"
46632,綱島,浅草橋,20,"['中目黒', '東銀座']"
46633,綱島,浅草橋,151,"['日吉', '目黒', '三田']"
46634,三軒茶屋,浅草橋,18,"['渋谷', '神保町', '馬喰横山']"
46635,駒沢大学,浅草橋,39,"['渋谷', '表参道', '日本橋']"
46636,用賀,浅草橋,76,"['渋谷', '表参道', '新橋']"
46637,あざみ野,浅草橋,46,"['渋谷', '九段下', '馬喰横山']"
46638,竹ノ塚,浅草橋,484,"['西新井', '曳舟', '押上']"
46639,草加,浅草橋,159,"['曳舟', '押上']"
46640,新越谷,浅草橋,48,"['曳舟', '押上']"
46641,越谷,浅草橋,21,"['曳舟', '押上']"
46642,せんげん台,浅草橋,15,"['曳舟', '押上']"
46643,一ノ割,浅草橋,29,"['せんげん台', '曳舟', '浅草']"
46644,東武動物公園,浅草橋,29,"['曳舟', '押上']"
46645,逆井,浅草橋,76,"['新鎌ヶ谷', '京成高砂', '青砥', '押上']"
46646,京成高砂,浅草橋,457,"['青砥', '押上']"
46647,京成小岩,浅草橋,123,"['青砥', '押上']"
46648,京成大久保,浅草橋,18,"['京成津田沼', '青砥', '押上']"
46649,八千代台,浅草橋,9,"['青砥', '押上']"
46650,ユーカリが丘,浅草橋,24,"['青砥', '押上']"
46651,京成臼井,浅草橋,7,"['青砥', '押上']"
46652,京成臼井,浅草橋,133,"['京成佐倉', '青砥', '押上']"
46653,京成曳舟,浅草橋,41,['押上']
46654,八広,浅草橋,48,['押上']
46655,四ツ木,浅草橋,58,['押上']
46656,京成立石,浅草橋,41,['押上']
46657,青砥,浅草橋,205,['押上']
46658,新柴又,浅草橋,61,"['京成高砂', '青砥', '押上']"
46659,東松戸,浅草橋,57,"['京成高砂', '青砥', '押上']"
46660,東松戸,浅草橋,14,"['新柴又', '京成高砂', '青砥', '押上']"
46661,西白井,浅草橋,29,"['京成高砂', '青砥', '押上']"
46662,白井,浅草橋,89,"['京成高砂', '青砥', '押上']"
46663,千葉ニュータウン中央,浅草橋,168,"['京成高砂', '青砥', '押上']"
46665,藤沢,板橋区役所前,28,['東京']
46666,西八王子,板橋区役所前,26,"['新宿', '板橋']"
46667,西川口,板橋区役所前,66,"['田端', '巣鴨']"
46668,川口,板橋区役所前,180,"['田端', '巣鴨']"
46669,鶴見,板橋区役所前,32,['田町']
46670,新小岩,板橋区役所前,193,['水道橋']
46671,目白,板橋区役所前,38,['巣鴨']
46672,駒込,板橋区役所前,100,['巣鴨']
46673,鶯谷,板橋区役所前,36,['巣鴨']
46674,矢向,板橋区役所前,102,"['武蔵小杉', '目黒']"
46675,東戸塚,板橋区役所前,9,['東京']
46676,白山,板橋区役所前,828,[]
46677,千石,板橋区役所前,45,[]
46678,板橋本町,板橋区役所前,36,[]
46679,本蓮沼,板橋区役所前,59,[]
46680,志村三丁目,板橋区役所前,226,[]
46681,高島平,板橋区役所前,635,[]
46682,新高島平,板橋区役所前,17,[]
46683,西高島平,板橋区役所前,78,[]
46684,西新宿五丁目,板橋区役所前,20,"['新宿', '板橋']"
46685,綾瀬,板橋区役所前,23,"['西日暮里', '巣鴨']"
46686,清澄白河,板橋区役所前,54,['神保町']
46687,上大岡,板橋区役所前,64,"['泉岳寺', '三田']"
46688,初台,板橋区役所前,20,"['新宿', '板橋']"
46689,新代田,板橋区役所前,55,"['明大前', '新宿', '板橋']"
46690,武蔵関,板橋区役所前,38,"['高田馬場', '巣鴨']"
46691,田無,板橋区役所前,13,"['高田馬場', '巣鴨']"
46692,大泉学園,板橋区役所前,22,"['池袋', '板橋']"
46693,大泉学園,板橋区役所前,32,"['池袋', '巣鴨']"
46694,運河,板橋区役所前,16,"['流山おおたかの森', '秋葉原', '巣鴨']"
46695,初石,板橋区役所前,41,"['柏', '日暮里', '巣鴨']"
46696,堀切菖蒲園,板橋区役所前,46,"['日暮里', '巣鴨']"
46697,京成高砂,板橋区役所前,16,"['日暮里', '巣鴨']"
46698,三咲,板橋区役所前,11,"['新津田沼', '錦糸町', '水道橋']"
46699,藤沢,志村三丁目,25,"['横浜', '池袋', '巣鴨']"
46700,西荻窪,志村三丁目,71,"['新宿', '板橋']"
46701,大森,志村三丁目,66,['有楽町']
46702,千葉,志村三丁目,45,['水道橋']
46703,東船橋,志村三丁目,124,"['津田沼', '水道橋']"
46704,錦糸町,志村三丁目,64,['水道橋']
46705,西日暮里,志村三丁目,108,['巣鴨']
46706,与野本町,志村三丁目,37,['板橋']
46707,西巣鴨,志村三丁目,208,[]
46708,板橋本町,志村三丁目,38,[]
46709,本蓮沼,志村三丁目,42,[]
46710,高島平,志村三丁目,91,[]
46711,本八幡,志村三丁目,209,['神保町']
46712,南阿佐ケ谷,志村三丁目,114,"['荻窪', '新宿', '巣鴨']"
46713,浦安,志村三丁目,56,['大手町']
46714,豊洲,志村三丁目,118,['有楽町']
46715,向ヶ丘遊園,志村三丁目,31,"['新宿', '巣鴨']"
46716,町田,志村三丁目,21,"['新宿', '巣鴨']"
46717,京王多摩センター,志村三丁目,14,"['調布', '笹塚', '新宿', '神保町']"
46718,神泉,志村三丁目,140,"['渋谷', '巣鴨']"
46719,あざみ野,志村三丁目,33,"['渋谷', '神保町']"
46720,上石神井,志村三丁目,103,"['高田馬場', '巣鴨']"
46721,田無,志村三丁目,48,"['高田馬場', '巣鴨']"
46722,東長崎,志村三丁目,210,"['池袋', '巣鴨']"
46724,清瀬,志村三丁目,15,"['池袋', '巣鴨']"
46725,小手指,志村三丁目,49,"['池袋', '巣鴨']"
46726,西武立川,志村三丁目,202,"['小平', '高田馬場', '巣鴨']"
46727,草加,志村三丁目,204,"['北千住', '日暮里', '巣鴨']"
46728,曳舟,志村三丁目,148,"['押上', '神保町']"
46729,町屋,志村三丁目,163,"['日暮里', '巣鴨']"
46730,八千代台,志村三丁目,89,"['京成八幡', '神保町']"
46731,常盤平,志村三丁目,28,"['松戸', '日暮里', '巣鴨']"
46732,戸頭,志村三丁目,4,"['取手', '日暮里', '巣鴨']"
46733,藤沢,三ッ沢上町,18,['横浜']
46734,西八王子,三ッ沢上町,310,"['八王子', '新横浜']"
46735,鶴見,三ッ沢上町,146,['横浜']
46736,本郷台,三ッ沢上町,27,['横浜']
46737,北小金,三ッ沢上町,96,"['松戸', '上野', '横浜']"
46738,稲城長沼,三ッ沢上町,232,"['武蔵小杉', '横浜']"
46739,鴨居,三ッ沢上町,192,['新横浜']
46740,十日市場,三ッ沢上町,111,['新横浜']
46741,橋本,三ッ沢上町,51,['新横浜']
46742,八王子,三ッ沢上町,91,['新横浜']
46745,弘明寺,三ッ沢上町,337,[]
46746,戸塚,三ッ沢上町,245,[]
46747,井土ヶ谷,三ッ沢上町,156,['横浜']
46748,杉田,三ッ沢上町,80,['上大岡']
46749,金沢文庫,三ッ沢上町,9,['横浜']
46750,馬堀海岸,三ッ沢上町,229,['横浜']
46751,浦賀,三ッ沢上町,24,['横浜']
46752,三崎口,三ッ沢上町,25,"['堀ノ内', '横浜']"
46753,向ヶ丘遊園,三ッ沢上町,98,"['登戸', '武蔵小杉', '横浜']"
46754,相模大野,三ッ沢上町,9,"['町田', '新横浜']"
46755,小田急相模原,三ッ沢上町,25,"['町田', '新横浜']"
46756,京王多摩センター,三ッ沢上町,239,"['橋本', '新横浜']"
46757,二子玉川,三ッ沢上町,144,['あざみ野']
46758,宮前平,三ッ沢上町,32,['あざみ野']
