index,from_station_code,to_station_code,count,stations
15876,御徒町,有楽町,20,[]
15879,田町,有楽町,183,[]
15881,武蔵新城,有楽町,265,"['武蔵小杉', '新橋']"
15882,武蔵溝ノ口,有楽町,37,"['武蔵小杉', '品川']"
15883,市川大野,有楽町,22,"['西船橋', '秋葉原']"
15884,大口,有楽町,48,"['東神奈川', '横浜', '新橋']"
15885,武蔵小杉,有楽町,125,['新橋']
15886,武蔵小杉,有楽町,171,['品川']
15887,新川崎,有楽町,32,['新橋']
15888,保土ヶ谷,有楽町,9,['新橋']
15889,保土ヶ谷,有楽町,20,['品川']
15890,東戸塚,有楽町,125,['新橋']
15892,鎌倉,有楽町,12,['新橋']
15893,逗子,有楽町,15,['新橋']
15894,東逗子,有楽町,40,['新橋']
15895,衣笠,有楽町,14,['新橋']
15896,久里浜,有楽町,14,['新橋']
15897,昭島,有楽町,14,"['立川', '東京']"
15898,牛浜,有楽町,10,"['立川', '東京']"
15899,小作,有楽町,23,"['立川', '神田']"
15900,浦和,有楽町,28,['上野']
15901,宮原,有楽町,43,"['大宮', '東京']"
15904,北上尾,有楽町,13,['上野']
15905,桶川,有楽町,56,"['大宮', '東京']"
15906,北本,有楽町,49,"['大宮', '東京']"
15908,鴻巣,有楽町,44,['上野']
15909,籠原,有楽町,16,"['大宮', '東京']"
15910,深谷,有楽町,13,"['大宮', '東京']"
15911,酒々井,有楽町,106,"['佐倉', '東京']"
15912,布佐,有楽町,26,"['我孫子', '上野']"
15913,板橋,有楽町,237,['池袋']
15914,戸田公園,有楽町,33,"['赤羽', '東京']"
15915,戸田,有楽町,30,['池袋']
15916,戸田,有楽町,19,"['赤羽', '上野']"
15917,戸田,有楽町,36,"['赤羽', '東京']"
15918,武蔵浦和,有楽町,22,"['赤羽', '東京']"
15919,中浦和,有楽町,25,"['赤羽', '東京']"
15920,与野本町,有楽町,32,"['武蔵浦和', '赤羽', '上野']"
15921,本庄早稲田,有楽町,48,['東京']
15923,赤羽,有楽町,219,['東京']
15924,柏,有楽町,15,['東京']
15925,南千住,有楽町,70,['東京']
15926,三河島,有楽町,28,['東京']
15927,西馬込,有楽町,93,['五反田']
15928,西馬込,有楽町,35,['新橋']
15929,戸越,有楽町,209,['五反田']
15930,一之江,有楽町,118,['岩本町']
15931,足立小台,有楽町,54,['日暮里']
15932,高野,有楽町,41,['西日暮里']
15933,江北,有楽町,121,['日暮里']
15935,阪東橋,有楽町,10,"['横浜', '品川']"
15936,港南中央,有楽町,13,"['上大岡', '品川']"
15937,上永谷,有楽町,11,"['横浜', '新橋']"
15938,湘南台,有楽町,61,"['戸塚', '新橋']"
15939,稲荷町,有楽町,293,['神田']
15940,綾瀬,有楽町,45,['西日暮里']
15941,北千住,有楽町,43,['西日暮里']
15942,新馬場,有楽町,21,['品川']
15943,青物横丁,有楽町,51,['品川']
15945,平和島,有楽町,79,['品川']
15947,大森町,有楽町,42,['品川']
15948,梅屋敷,有楽町,177,['品川']
15949,京急蒲田,有楽町,35,['品川']
15950,雑色,有楽町,60,"['京急蒲田', '品川']"
15951,鶴見市場,有楽町,21,['品川']
15952,井土ヶ谷,有楽町,21,"['横浜', '新橋']"
15953,弘明寺,有楽町,38,"['横浜', '新橋']"
15954,上大岡,有楽町,110,['品川']
15956,屏風浦,有楽町,94,"['上大岡', '品川']"
15957,京急富岡,有楽町,10,['品川']
15958,金沢文庫,有楽町,32,['品川']
15959,金沢八景,有楽町,27,['品川']
15960,追浜,有楽町,9,['品川']
15961,堀ノ内,有楽町,16,['品川']
15962,馬堀海岸,有楽町,17,['品川']
15963,新逗子,有楽町,16,"['金沢八景', '品川']"
15964,新大津,有楽町,12,"['堀ノ内', '品川']"
15965,京急久里浜,有楽町,16,"['堀ノ内', '品川']"
15966,大鳥居,有楽町,10,"['天空橋', 'モノレール浜松町']"
15967,東門前,有楽町,49,"['京急川崎', '品川']"
15968,産業道路,有楽町,11,"['京急川崎', '品川']"
15969,六会日大前,有楽町,21,"['藤沢', '新橋']"
15970,鵠沼海岸,有楽町,14,"['藤沢', '新橋']"
15971,八幡山,有楽町,57,"['新宿', '神田']"
15972,仙川,有楽町,140,"['明大前', '渋谷']"
15973,つつじヶ丘,有楽町,9,"['新宿', '神田']"
15974,調布,有楽町,61,"['新宿', '神田']"
15975,東府中,有楽町,20,"['新宿', '神田']"
15976,永福町,有楽町,32,['渋谷']
15977,富士見ヶ丘,有楽町,130,['渋谷']
15978,久我山,有楽町,115,['渋谷']
15980,井の頭公園,有楽町,39,['渋谷']
15982,武蔵小山,有楽町,30,['目黒']
15983,洗足,有楽町,86,['目黒']
15984,大岡山,有楽町,29,['目黒']
15985,田園調布,有楽町,48,['目黒']
15986,旗の台,有楽町,14,['五反田']
15987,長原,有楽町,36,['五反田']
15988,洗足池,有楽町,537,['五反田']
15989,石川台,有楽町,30,['五反田']
15990,桜新町,有楽町,125,['渋谷']
15992,下丸子,有楽町,26,"['蒲田', '田町']"
15993,沼袋,有楽町,40,['高田馬場']
15994,都立家政,有楽町,20,['高田馬場']
15995,東伏見,有楽町,753,"['上石神井', '高田馬場']"
15996,西武柳沢,有楽町,33,"['高田馬場', '新宿', '神田']"
15997,花小金井,有楽町,10,['高田馬場']
15998,花小金井,有楽町,14,"['高田馬場', '新宿', '東京']"
15999,新所沢,有楽町,20,"['所沢', '池袋']"
16000,東長崎,有楽町,78,['池袋']
16001,石神井公園,有楽町,34,['池袋']
16003,清瀬,有楽町,27,['池袋']
16004,西所沢,有楽町,99,['池袋']
16005,入間市,有楽町,22,['池袋']
16006,仏子,有楽町,38,['池袋']
16007,青梅街道,有楽町,26,"['国分寺', '東京']"
16008,多磨,有楽町,19,"['武蔵境', '東京']"
16009,東大和市,有楽町,55,"['小川', '国分寺', '東京']"
16010,武蔵砂川,有楽町,9,"['小平', '西武新宿', '東京']"
16011,竹ノ塚,有楽町,51,"['北千住', '日暮里']"
16012,武里,有楽町,158,"['北千住', '秋葉原']"
16014,亀戸水神,有楽町,293,"['亀戸', '秋葉原']"
16015,大和田,有楽町,22,"['大宮', '東京']"
16016,岩槻,有楽町,22,"['大宮', '東京']"
16017,清水公園,有楽町,13,"['流山おおたかの森', '秋葉原']"
16018,梅郷,有楽町,20,"['柏', '上野']"
16020,初石,有楽町,130,"['流山おおたかの森', '秋葉原']"
16021,新柏,有楽町,18,"['柏', '上野']"
16022,新柏,有楽町,23,"['柏', '日暮里']"
16023,増尾,有楽町,20,"['柏', '日暮里']"
16024,逆井,有楽町,37,"['柏', '日暮里']"
16025,逆井,有楽町,16,"['船橋', '東京']"
16026,六実,有楽町,125,"['船橋', '東京']"
16027,馬込沢,有楽町,127,"['船橋', '東京']"
16028,塚田,有楽町,44,"['船橋', '東京']"
16029,新船橋,有楽町,14,"['船橋', '東京']"
16030,ときわ台,有楽町,194,['池袋']
16031,東武練馬,有楽町,55,['池袋']
16032,お花茶屋,有楽町,44,['京成上野']
16033,お花茶屋,有楽町,68,['日暮里']
16034,谷津,有楽町,14,"['京成船橋', '東京']"
16035,京成大久保,有楽町,21,"['京成船橋', '東京']"
16036,八千代台,有楽町,24,['京成上野']
16037,八千代台,有楽町,19,"['京成船橋', '東京']"
16038,八千代台,有楽町,15,"['青砥', '押上', '新橋']"
16040,勝田台,有楽町,33,"['京成船橋', '東京']"
16042,ユーカリが丘,有楽町,185,"['京成船橋', '東京']"
16043,京成臼井,有楽町,18,"['京成船橋', '東京']"
16044,京成成田,有楽町,44,['京成上野']
16045,京成成田,有楽町,15,['日暮里']
16046,四ツ木,有楽町,19,"['押上', '新橋']"
16047,習志野,有楽町,16,"['新津田沼', '秋葉原']"
16048,二和向台,有楽町,34,"['新津田沼', '東京']"
16049,鎌ヶ谷大仏,有楽町,28,"['松戸', '上野']"
16050,新鎌ヶ谷,有楽町,18,"['松戸', '上野']"
16051,五香,有楽町,17,"['松戸', '上野']"
16052,常盤平,有楽町,12,"['松戸', '上野']"
16053,八柱,有楽町,25,"['松戸', '日暮里']"
16054,上本郷,有楽町,66,"['松戸', '日暮里']"
16055,星川,有楽町,25,"['横浜', '新橋']"
16057,西谷,有楽町,7,"['横浜', '新橋']"
16058,鶴ヶ峰,有楽町,3,"['横浜', '大崎']"
16061,大和,有楽町,11,"['横浜', '新橋']"
16062,かしわ台,有楽町,4,"['横浜', '新橋']"
16063,緑園都市,有楽町,6,"['二俣川', '横浜', '新橋']"
16065,いずみ中央,有楽町,27,"['二俣川', '横浜', '東京']"
16066,戸頭,有楽町,9,"['守谷', '秋葉原']"
16067,新守谷,有楽町,8,"['守谷', '秋葉原']"
16068,小絹,有楽町,156,"['守谷', '秋葉原']"
16069,北国分,有楽町,18,"['京成高砂', '日暮里']"
16070,秋山,有楽町,33,"['京成高砂', '青砥', '押上', '新橋']"
16071,作草部,有楽町,18,"['千葉', '東京']"
16072,動物公園,有楽町,27,"['千葉', '東京']"
16073,甲州街道,有楽町,10,"['立川南', '東京']"
16074,お台場海浜公園,有楽町,141,['新橋']
16075,青井,有楽町,16,['秋葉原']
16081,南流山,有楽町,20,"['八潮', '秋葉原']"
16082,流山セントラルパーク,有楽町,10,['秋葉原']
16083,流山おおたかの森,有楽町,95,['秋葉原']
16089,みらい平,有楽町,106,['秋葉原']
16090,万博記念公園,有楽町,20,['秋葉原']
16091,研究学園,有楽町,35,['秋葉原']
16092,つくば,有楽町,7,['秋葉原']
16093,大井競馬場前,有楽町,161,['モノレール浜松町']
16095,天王洲アイル,有楽町,21,['モノレール浜松町']
16096,片瀬山,有楽町,27,"['大船', '新橋']"
16097,志久,有楽町,18,"['大宮', '東京']"
16098,伊奈中央,有楽町,89,"['大宮', '東京']"
16104,藤沢,浜松町,14,['新橋']
16113,大磯,浜松町,17,['品川']
16114,二宮,浜松町,23,['新橋']
16117,新宿,浜松町,12,['東京']
16118,中野,浜松町,98,['東京']
16119,中野,浜松町,175,['神田']
16121,高円寺,浜松町,64,"['御茶ノ水', '秋葉原']"
16122,高円寺,浜松町,46,"['中野', '御茶ノ水', '東京']"
16126,荻窪,浜松町,247,['神田']
16127,西荻窪,浜松町,175,['東京']
16130,西荻窪,浜松町,37,"['御茶ノ水', '東京']"
16132,吉祥寺,浜松町,37,"['中野', '大手町']"
16135,三鷹,浜松町,20,['新宿']
16136,武蔵境,浜松町,50,['東京']
16137,武蔵境,浜松町,33,"['三鷹', '秋葉原']"
16140,武蔵小金井,浜松町,130,['東京']
16142,武蔵小金井,浜松町,37,"['御茶ノ水', '秋葉原']"
16144,国分寺,浜松町,132,['神田']
16145,西国分寺,浜松町,82,['東京']
16146,国立,浜松町,344,['東京']
16147,国立,浜松町,41,"['三鷹', '御茶ノ水', '東京']"
16148,立川,浜松町,170,['東京']
16150,立川,浜松町,61,"['三鷹', '御茶ノ水', '東京']"
16151,日野,浜松町,20,['神田']
16154,八王子,浜松町,16,['東京']
16155,西八王子,浜松町,64,['東京']
16156,西八王子,浜松町,28,"['高尾', '神田']"
16157,高尾,浜松町,16,['東京']
16159,蓮田,浜松町,34,"['大宮', '新橋']"
16160,久喜,浜松町,14,['上野']
16161,久喜,浜松町,21,"['大宮', '新橋']"
16162,栗橋,浜松町,14,['上野']
16163,栗橋,浜松町,16,"['大宮', '新橋']"
16165,野木,浜松町,31,"['大宮', '新橋']"
16167,北浦和,浜松町,24,['上野']
16169,王子,浜松町,56,['田端']
16170,磯子,浜松町,30,"['横浜', '品川']"
16171,三河島,浜松町,49,['日暮里']
16172,南千住,浜松町,61,['日暮里']
16173,北千住,浜松町,29,['上野']
16174,北千住,浜松町,42,['日暮里']
16179,柏,浜松町,100,['日暮里']
16181,我孫子,浜松町,117,['日暮里']
16182,我孫子,浜松町,27,"['日暮里', '東京']"
16183,我孫子,浜松町,15,"['北千住', '日暮里']"
16185,天王台,浜松町,39,['日暮里']
16186,取手,浜松町,16,['上野']
16187,藤代,浜松町,11,['上野']
16188,佐貫,浜松町,35,['上野']
16189,佐貫,浜松町,10,"['上野', '新橋']"
16190,牛久,浜松町,50,['日暮里']
16192,牛久,浜松町,9,"['佐貫', '上野']"
16193,荒川沖,浜松町,11,['上野']
16194,荒川沖,浜松町,11,['日暮里']
16195,土浦,浜松町,26,['上野']
16196,石岡,浜松町,11,['上野']
16197,亀有,浜松町,86,"['北千住', '東京']"
16198,金町,浜松町,50,"['北千住', '上野']"
16199,金町,浜松町,171,"['綾瀬', '西日暮里']"
16200,新松戸,浜松町,35,"['綾瀬', '西日暮里']"
16201,新松戸,浜松町,71,"['松戸', '上野']"
16202,新松戸,浜松町,45,"['松戸', '日暮里']"
16203,新松戸,浜松町,62,"['松戸', '我孫子', '新橋']"
16204,北小金,浜松町,30,"['松戸', '東京']"
16205,北小金,浜松町,17,"['松戸', '我孫子', '新橋']"
16206,南柏,浜松町,14,"['綾瀬', '西日暮里']"
16207,南柏,浜松町,20,"['松戸', '日暮里']"
16208,南柏,浜松町,20,"['松戸', '新橋']"
16209,南柏,浜松町,18,"['柏', '東京']"
16210,西千葉,浜松町,119,['秋葉原']
16211,西千葉,浜松町,101,"['千葉', '錦糸町', '秋葉原']"
16212,稲毛,浜松町,190,"['津田沼', '秋葉原']"
16213,新検見川,浜松町,14,['秋葉原']
16214,新検見川,浜松町,19,"['津田沼', '東京', '新橋']"
16215,幕張,浜松町,111,['秋葉原']
16218,津田沼,浜松町,13,"['東船橋', '船橋', '東京', '新橋']"
16219,東船橋,浜松町,18,"['船橋', '東京', '新橋']"
16220,船橋,浜松町,15,['秋葉原']
16222,下総中山,浜松町,25,['秋葉原']
16223,本八幡,浜松町,306,['秋葉原']
16230,両国,浜松町,285,['秋葉原']
16231,浅草橋,浜松町,240,['秋葉原']
16232,飯田橋,浜松町,59,['秋葉原']
16233,飯田橋,浜松町,20,"['御茶ノ水', '神田']"
16234,信濃町,浜松町,33,['秋葉原']
16236,錦糸町,浜松町,98,"['東京', '新橋']"
16240,市川,浜松町,78,['東京']
16241,船橋,浜松町,133,['東京']
16243,船橋,浜松町,54,"['東京', '新橋']"
16244,津田沼,浜松町,118,['東京']
16248,千葉,浜松町,37,['東京']
16249,千葉,浜松町,77,"['東京', '新橋']"
16250,都賀,浜松町,49,"['東京', '新橋']"
16251,都賀,浜松町,18,"['千葉', '東京']"
16253,四街道,浜松町,48,"['東京', '新橋']"
16255,物井,浜松町,30,"['錦糸町', '秋葉原']"
16256,佐倉,浜松町,30,['東京']
16257,日向,浜松町,38,"['佐倉', '東京', '新橋']"
16258,品川,浜松町,81,[]
16259,大崎,浜松町,60,[]
16260,五反田,浜松町,41,[]
16261,目黒,浜松町,177,[]
16262,恵比寿,浜松町,113,[]
16263,渋谷,浜松町,44,[]
16264,代々木,浜松町,29,[]
16266,新大久保,浜松町,46,[]
16267,高田馬場,浜松町,266,[]
16268,目白,浜松町,46,[]
16269,池袋,浜松町,276,[]
16270,大塚,浜松町,1174,[]
16271,巣鴨,浜松町,193,[]
16272,駒込,浜松町,256,[]
16274,西日暮里,浜松町,141,[]
16275,日暮里,浜松町,133,[]
16276,鶯谷,浜松町,729,[]
16277,上野,浜松町,111,[]
16278,御徒町,浜松町,40,[]
16280,新橋,浜松町,126,[]
16281,田町,浜松町,59,[]
16282,平間,浜松町,18,"['川崎', '品川']"
16285,久地,浜松町,111,"['武蔵小杉', '品川']"
16286,矢野口,浜松町,47,"['川崎', '品川']"
16287,南多摩,浜松町,13,"['川崎', '品川']"
16289,府中本町,浜松町,31,"['武蔵小杉', '品川']"
16290,西府,浜松町,41,"['武蔵小杉', '品川']"
16291,東浦和,浜松町,15,"['南浦和', '田端']"
16292,吉川,浜松町,15,"['新松戸', '松戸', '日暮里']"
16293,吉川,浜松町,22,"['西船橋', '市川塩浜', '東京']"
16294,新三郷,浜松町,10,"['西船橋', '市川塩浜', '東京']"
16295,三郷,浜松町,72,"['南流山', '秋葉原']"
16296,南流山,浜松町,7,"['新松戸', '綾瀬', '西日暮里']"
16297,東松戸,浜松町,16,"['西船橋', '秋葉原']"
16298,市川大野,浜松町,91,"['西船橋', '市川', '東京']"
16299,市川大野,浜松町,15,"['西船橋', '市川塩浜', '東京']"
16300,船橋法典,浜松町,37,"['西船橋', '秋葉原']"
16302,淵野辺,浜松町,43,"['長津田', '渋谷']"
16304,箱根ヶ崎,浜松町,17,"['拝島', '立川', '東京']"
16305,西大井,浜松町,93,['品川']
16306,武蔵小杉,浜松町,446,['品川']
16309,保土ヶ谷,浜松町,42,"['横浜', '大崎']"
16315,東逗子,浜松町,13,"['戸塚', '品川']"
16316,西立川,浜松町,26,"['立川', '東京']"
16319,小作,浜松町,17,"['河辺', '立川', '東京']"
16320,青梅,浜松町,48,"['立川', '神田']"
16322,東秋留,浜松町,22,"['拝島', '立川', '東京']"
16323,武蔵五日市,浜松町,14,"['拝島', '立川', '東京']"
16324,日進,浜松町,21,"['大宮', '新橋']"
16325,日進,浜松町,20,"['大宮', '東京']"
16326,日進,浜松町,39,"['大宮', '赤羽', '新橋']"
16327,南古谷,浜松町,41,"['大宮', '大崎']"
16330,北本,浜松町,24,['上野']
16331,北本,浜松町,15,"['大宮', '新橋']"
16332,鴻巣,浜松町,49,"['大宮', '新橋']"
16334,行田,浜松町,11,"['大宮', '新橋']"
16335,熊谷,浜松町,13,"['大宮', '新橋']"
16336,籠原,浜松町,10,"['大宮', '新橋']"
16337,深谷,浜松町,10,"['大宮', '新橋']"
16338,深谷,浜松町,11,"['熊谷', '東京']"
16339,本庄,浜松町,30,"['大宮', '新橋']"
16340,神保原,浜松町,16,"['熊谷', '東京']"
16341,酒々井,浜松町,12,"['佐倉', '東京']"
16342,小林,浜松町,48,"['我孫子', '新橋']"
16343,木下,浜松町,10,"['我孫子', '上野']"
16344,布佐,浜松町,31,"['我孫子', '新橋']"
16345,新木,浜松町,19,"['我孫子', '新橋']"
16346,湖北,浜松町,22,"['我孫子', '上野']"
16347,東我孫子,浜松町,18,"['我孫子', '日暮里']"
16348,誉田,浜松町,27,"['蘇我', '東京']"
16350,土気,浜松町,8,"['千葉', '東京']"
16351,土気,浜松町,19,"['蘇我', '東京']"
16352,大網,浜松町,6,"['蘇我', '東京']"
16354,八幡宿,浜松町,19,"['蘇我', '東京']"
16355,八幡宿,浜松町,43,"['千葉', '東京', '新橋']"
16356,五井,浜松町,19,"['千葉', '東京']"
16357,姉ヶ崎,浜松町,14,"['千葉', '東京']"
16358,青堀,浜松町,5,"['君津', '蘇我', '東京']"
16359,十条,浜松町,217,"['池袋', '有楽町']"
16360,戸田公園,浜松町,112,"['赤羽', '新橋']"
16361,戸田,浜松町,37,"['赤羽', '新橋']"
16362,武蔵浦和,浜松町,22,['池袋']
16363,南与野,浜松町,16,['大崎']
16364,越中島,浜松町,52,['東京']
16374,南船橋,浜松町,46,['東京']
16375,新習志野,浜松町,17,['東京']
16379,検見川浜,浜松町,133,['東京']
16382,稲毛海岸,浜松町,68,['東京']
16384,千葉みなと,浜松町,37,['東京']
16389,武蔵小杉,浜松町,76,['大崎']
16390,熊谷,浜松町,11,['東京']
16392,新横浜,浜松町,10,['品川']
16398,尾久,浜松町,65,['新橋']
16399,柏,浜松町,14,['東京']
16400,柏,浜松町,74,['新橋']
16401,春日,浜松町,11,['日比谷']
16402,白山,浜松町,462,"['水道橋', '秋葉原']"
16403,志村三丁目,浜松町,33,['巣鴨']
16404,西台,浜松町,20,['日比谷']
16406,船堀,浜松町,17,['岩本町']
16407,高野,浜松町,184,['西日暮里']
16408,江北,浜松町,499,['日暮里']
16409,西新井大師西,浜松町,39,['日暮里']
16410,見沼代親水公園,浜松町,63,['日暮里']
16411,中川,浜松町,12,"['あざみ野', '渋谷']"
16412,片倉町,浜松町,7,"['横浜', '品川']"
16413,三ッ沢上町,浜松町,12,"['横浜', '品川']"
16414,三ッ沢下町,浜松町,10,"['横浜', '品川']"
16415,吉野町,浜松町,19,"['横浜', '品川']"
16416,上永谷,浜松町,31,"['横浜', '品川']"
16419,踊場,浜松町,24,"['戸塚', '新橋']"
16420,踊場,浜松町,24,"['戸塚', '品川']"
16422,湘南台,浜松町,10,"['戸塚', '新橋']"
16424,日吉本町,浜松町,29,"['日吉', '目黒']"
16425,高田,浜松町,15,"['日吉', '渋谷']"
16426,高田,浜松町,19,"['日吉', '目黒']"
16427,高田,浜松町,75,"['日吉', '武蔵小杉', '品川']"
16428,東山田,浜松町,40,"['日吉', '目黒']"
16429,都筑ふれあいの丘,浜松町,151,"['日吉', '目黒']"
16431,表参道,浜松町,25,['新橋']
16432,外苑前,浜松町,44,['新橋']
16433,浅草,浜松町,16,['新橋']
16434,新大塚,浜松町,22,['東京']
16435,本郷三丁目,浜松町,18,['東京']
16436,四谷三丁目,浜松町,16,"['赤坂見附', '新橋']"
16437,中野坂上,浜松町,284,['東京']
16438,中野坂上,浜松町,12,"['赤坂見附', '新橋']"
16439,新高円寺,浜松町,120,['新宿']
16440,新高円寺,浜松町,25,"['赤坂見附', '新橋']"
16441,南阿佐ケ谷,浜松町,8,"['赤坂見附', '新橋']"
16442,中野新橋,浜松町,24,"['中野坂上', '新宿', '大崎']"
16443,中野富士見町,浜松町,57,"['中野坂上', '赤坂見附', '新橋']"
16444,方南町,浜松町,57,"['中野坂上', '銀座']"
16445,三ノ輪,浜松町,18,['秋葉原']
16446,中目黒,浜松町,172,['恵比寿']
16447,南砂町,浜松町,10,"['日本橋', '新橋']"
16448,妙典,浜松町,68,['大手町']
16449,原木中山,浜松町,76,"['日本橋', '新橋']"
16450,北綾瀬,浜松町,32,['西日暮里']
16451,綾瀬,浜松町,132,['西日暮里']
16452,町屋,浜松町,215,['西日暮里']
16453,根津,浜松町,46,['二重橋前']
16454,和光市,浜松町,101,['有楽町']
16455,地下鉄成増,浜松町,24,['有楽町']
16457,氷川台,浜松町,16,['有楽町']
16458,小竹向原,浜松町,16,['有楽町']
16459,要町,浜松町,14,"['飯田橋', '秋葉原']"
16460,東池袋,浜松町,50,['有楽町']
16461,護国寺,浜松町,30,['有楽町']
16462,江戸川橋,浜松町,27,['有楽町']
16463,新富町,浜松町,43,['銀座一丁目']
16464,豊洲,浜松町,85,['有楽町']
16466,水天宮前,浜松町,21,"['大手町', '東京']"
16467,王子神谷,浜松町,49,['駒込']
16468,志茂,浜松町,236,['駒込']
16469,北品川,浜松町,32,['品川']
16470,新馬場,浜松町,30,['品川']
16471,青物横丁,浜松町,50,['品川']
16472,鮫洲,浜松町,46,['品川']
16473,立会川,浜松町,10,['品川']
16474,大森海岸,浜松町,157,['品川']
16475,平和島,浜松町,45,['品川']
16477,大森町,浜松町,8,['品川']
16479,雑色,浜松町,46,['品川']
16481,雑色,浜松町,50,"['京急蒲田', '品川']"
16482,六郷土手,浜松町,160,"['京急蒲田', '品川']"
16483,八丁畷,浜松町,8,['品川']
16484,鶴見市場,浜松町,8,['品川']
16485,生麦,浜松町,84,['品川']
16486,子安,浜松町,14,"['横浜', '品川']"
16488,井土ヶ谷,浜松町,24,"['横浜', '品川']"
16489,弘明寺,浜松町,14,['品川']
16490,上大岡,浜松町,192,['品川']
16492,杉田,浜松町,13,"['上大岡', '品川']"
16493,京急富岡,浜松町,36,"['上大岡', '品川']"
16494,京急富岡,浜松町,8,"['上大岡', '神奈川新町', '品川']"
16495,能見台,浜松町,16,"['上大岡', '品川']"
16496,能見台,浜松町,16,"['上大岡', '横浜', '品川']"
16498,金沢文庫,浜松町,13,"['上大岡', '品川']"
16499,金沢八景,浜松町,14,['品川']
16500,馬堀海岸,浜松町,29,"['浦賀', '品川']"
16501,浦賀,浜松町,10,['品川']
16502,六浦,浜松町,196,"['金沢八景', '品川']"
16504,六浦,浜松町,16,"['金沢八景', '横浜', '品川']"
16505,新大津,浜松町,94,"['堀ノ内', '品川']"
16506,北久里浜,浜松町,23,"['堀ノ内', '品川']"
16507,京急久里浜,浜松町,10,"['堀ノ内', '品川']"
16508,三崎口,浜松町,28,"['堀ノ内', '品川']"
16509,糀谷,浜松町,113,"['京急蒲田', '品川']"
16511,川崎大師,浜松町,340,"['京急川崎', '品川']"
16512,東門前,浜松町,21,"['京急川崎', '品川']"
16513,世田谷代田,浜松町,39,['新宿']
16514,経堂,浜松町,64,['新宿']
16515,経堂,浜松町,30,"['新宿', '東京']"
16516,経堂,浜松町,39,"['下北沢', '渋谷']"
16517,経堂,浜松町,10,"['代々木上原', '表参道', '新橋']"
16518,千歳船橋,浜松町,252,['新宿']
16519,千歳船橋,浜松町,50,"['新宿', '東京']"
16520,千歳船橋,浜松町,61,"['下北沢', '渋谷']"
16522,祖師ヶ谷大蔵,浜松町,54,"['下北沢', '渋谷']"
16523,成城学園前,浜松町,53,"['下北沢', '渋谷']"
16524,喜多見,浜松町,162,['新宿']
16526,喜多見,浜松町,12,"['成城学園前', '新宿']"
16527,狛江,浜松町,100,['新宿']
16529,登戸,浜松町,22,['新宿']
16530,登戸,浜松町,23,"['新宿', '神田']"
16531,向ヶ丘遊園,浜松町,51,['新宿']
16532,生田,浜松町,30,['新宿']
16533,生田,浜松町,117,"['新宿', '東京']"
16534,百合ヶ丘,浜松町,48,['新宿']
16535,百合ヶ丘,浜松町,81,"['新宿', '神田']"
16537,新百合ヶ丘,浜松町,64,['新宿']
16538,新百合ヶ丘,浜松町,10,"['新宿', '東京']"
16539,新百合ヶ丘,浜松町,33,"['下北沢', '渋谷']"
16540,柿生,浜松町,62,['新宿']
16541,柿生,浜松町,17,"['下北沢', '渋谷']"
16542,鶴川,浜松町,14,['新宿']
16543,鶴川,浜松町,7,"['新宿', '東京']"
16544,玉川学園前,浜松町,26,['新宿']
16545,玉川学園前,浜松町,12,"['新宿', '神田']"
16546,町田,浜松町,16,['新宿']
16547,相模大野,浜松町,9,['新宿']
16548,本厚木,浜松町,16,['新宿']
16549,本厚木,浜松町,123,"['新宿', '東京']"
16550,本厚木,浜松町,42,"['海老名', '横浜', '品川']"
16551,愛甲石田,浜松町,7,"['海老名', '横浜', '品川']"
16552,伊勢原,浜松町,50,"['本厚木', '新宿']"
16553,東海大学前,浜松町,17,['新宿']
16554,秦野,浜松町,12,['新宿']
16555,南林間,浜松町,21,"['中央林間', '渋谷']"
16556,南林間,浜松町,9,"['大和', '横浜', '品川']"
16558,善行,浜松町,30,"['藤沢', '品川']"
16560,藤沢本町,浜松町,42,"['藤沢', '品川']"
16561,鵠沼海岸,浜松町,13,"['藤沢', '品川']"
16562,鵠沼海岸,浜松町,11,"['湘南台', '戸塚', '品川']"
16563,栗平,浜松町,26,"['新百合ヶ丘', '新宿']"
16564,栗平,浜松町,11,"['新百合ヶ丘', '代々木上原', '日比谷']"
16565,栗平,浜松町,33,"['新百合ヶ丘', '代々木上原', '新宿']"
16566,唐木田,浜松町,32,"['新百合ヶ丘', '新宿', '神田']"
16567,下高井戸,浜松町,21,"['明大前', '渋谷']"
16568,桜上水,浜松町,21,['新宿']
16569,上北沢,浜松町,13,"['新宿', '東京']"
16570,千歳烏山,浜松町,149,['新宿']
16571,千歳烏山,浜松町,13,"['新宿', '東京']"
16572,千歳烏山,浜松町,20,"['新宿', '神田']"
16573,仙川,浜松町,29,"['新宿', '秋葉原']"
16574,つつじヶ丘,浜松町,44,['新宿']
16576,つつじヶ丘,浜松町,51,"['明大前', '渋谷']"
16578,国領,浜松町,12,['新宿']
16579,国領,浜松町,20,"['つつじヶ丘', '明大前', '渋谷']"
16580,調布,浜松町,25,['新宿']
16581,調布,浜松町,129,"['新宿', '神田']"
16583,調布,浜松町,10,"['明大前', '渋谷']"
16584,西調布,浜松町,24,['新宿']
16585,東府中,浜松町,89,['新宿']
16586,東府中,浜松町,167,"['明大前', '渋谷']"
16587,府中,浜松町,32,['新宿']
16588,分倍河原,浜松町,11,"['新宿', '東京']"
16589,分倍河原,浜松町,21,"['新宿', '神田']"
